Row,username,Total,T1,T2,quote_farsi,quote_english,T3,T4,T5,T6,T7,T8,T9,T10,T11
9721,ShahinS29069,1,0,0,0,0,0,0,0,0,0,1,0,0,0
9722,aria431111,1,0,0,0,0,0,0,0,0,0,1,0,0,0
9723,Addison77866447,4,0,0,0,0,0,0,0,0,0,1,1,1,1
9724,needsepiskey,1,0,0,0,0,0,0,0,0,0,1,0,0,0
9725,Reza7Kamali,3,0,0,0,0,0,0,0,0,0,1,1,1,0
9726,Rickypedian,1,0,0,0,0,0,0,0,0,0,1,0,0,0
9727,sohelav26,1,0,0,0,0,0,0,0,0,0,1,0,0,0
9728,rmn29887,1,0,0,0,0,0,0,0,0,0,1,0,0,0
9729,Me_ovvv,1,0,0,0,0,0,0,0,0,0,1,0,0,0
9730,Ali78829285,1,0,0,0,0,0,0,0,0,0,1,0,0,0
9731,PatriotPersian0,2,0,0,0,0,0,0,0,0,0,1,1,0,0
9732,Maryamazadikhah,2,0,0,0,0,0,0,0,0,0,1,0,0,1
9733,Promise1978_,3,0,0,0,0,0,0,0,0,0,1,1,0,1
9734,arghavan382481,2,0,0,0,0,0,0,0,0,0,1,0,0,1
9735,maaahsaaa89,1,0,0,0,0,0,0,0,0,0,1,0,0,0
9736,vedaf86,1,0,0,0,0,0,0,0,0,0,1,0,0,0
9737,Ehsan_abk,2,0,0,0,0,0,0,0,0,0,1,0,0,1
9738,MashaGh63007,1,0,0,0,0,0,0,0,0,0,1,0,0,0
9739,naghshparvaz,1,0,0,0,0,0,0,0,0,0,1,0,0,0
9740,BahadorBorzoo,1,0,0,0,0,0,0,0,0,0,1,0,0,0
9741,YepremKhann,1,0,0,0,0,0,0,0,0,0,1,0,0,0
9742,DrLecterzc,2,0,0,0,0,0,0,0,0,0,1,0,1,0
9743,bitak220,2,0,0,0,0,0,0,0,0,0,1,1,0,0
9744,yaldachi,2,0,0,0,0,0,0,0,0,0,1,1,0,0
9745,bbbaarraannn,1,0,0,0,0,0,0,0,0,0,1,0,0,0
9746,sahartahvili,1,0,0,0,0,0,0,0,0,0,1,0,0,0
9747,saiedeh10,1,0,0,0,0,0,0,0,0,0,1,0,0,0
9748,bitagh11,2,0,0,0,0,0,0,0,0,0,1,0,0,1
9749,omidfardaha,1,0,0,0,0,0,0,0,0,0,1,0,0,0
9750,Zhina49,2,0,0,0,0,0,0,0,0,0,1,1,0,0
9751,notonsilentmode,1,0,0,0,0,0,0,0,0,0,1,0,0,0
9752,EMasoomy,1,0,0,0,0,0,0,0,0,0,1,0,0,0
9753,EliJavidfar,2,0,0,0,0,0,0,0,0,0,1,0,0,1
9754,___0paz_ll0II,2,0,0,0,0,0,0,0,0,0,1,0,1,0
9755,LoyalistPa,3,0,0,0,0,0,0,0,0,0,1,1,1,0
9756,Zhandarkroar,1,0,0,0,0,0,0,0,0,0,1,0,0,0
9757,aabajiii,3,0,0,0,0,0,0,0,0,0,1,1,1,0
9758,nader_rar,1,0,0,0,0,0,0,0,0,0,1,0,0,0
9759,Azin2025,2,0,0,0,0,0,0,0,0,0,1,0,1,0
9760,AzitaGuzzo,2,0,0,0,0,0,0,0,0,0,1,0,1,0
9761,roya1111111111,3,0,0,0,0,0,0,0,0,0,1,1,0,1
9762,KingFarhad01,1,0,0,0,0,0,0,0,0,0,1,0,0,0
9763,AngelRight888,1,0,0,0,0,0,0,0,0,0,1,0,0,0
9764,sdmh93,1,0,0,0,0,0,0,0,0,0,1,0,0,0
9765,bibi_shahintaj,1,0,0,0,0,0,0,0,0,0,1,0,0,0
9766,Behroozkml,1,0,0,0,0,0,0,0,0,0,1,0,0,0
9767,starofthenightt,4,0,0,0,0,0,0,0,0,0,1,1,1,1
9768,amiiirhosseein,1,0,0,0,0,0,0,0,0,0,1,0,0,0
9769,MosbyyTedd101,1,0,0,0,0,0,0,0,0,0,1,0,0,0
9770,lalehky,1,0,0,0,0,0,0,0,0,0,1,0,0,0
9771,Nima_kh98,2,0,0,0,0,0,0,0,0,0,1,1,0,0
9772,mohsen_bapiri,1,0,0,0,0,0,0,0,0,0,1,0,0,0
9773,spider_Zooo,1,0,0,0,0,0,0,0,0,0,1,0,0,0
9774,Melody777jm,1,0,0,0,0,0,0,0,0,0,1,0,0,0
9775,AHTamizkar,1,0,0,0,0,0,0,0,0,0,1,0,0,0
9776,mostafa__npv,2,0,0,0,0,0,0,0,0,0,1,1,0,0
9777,M40492Mamad,2,0,0,0,0,0,0,0,0,0,1,1,0,0
9778,NeWorldDisordr,1,0,0,0,0,0,0,0,0,0,1,0,0,0
9779,Antiredblack1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
9780,im_hadiseh,1,0,0,0,0,0,0,0,0,0,1,0,0,0
9781,collectible_wat,2,0,0,0,0,0,0,0,0,0,1,0,1,0
9782,brunokei76,1,0,0,0,0,0,0,0,0,0,1,0,0,0
9783,ww3_persia,2,0,0,0,0,0,0,0,0,0,1,0,1,0
9784,ImImperialGuard,1,0,0,0,0,0,0,0,0,0,1,0,0,0
9785,Daryadel6631,1,0,0,0,0,0,0,0,0,0,1,0,0,0
9786,nimafarboodnia,1,0,0,0,0,0,0,0,0,0,1,0,0,0
9787,sh_4_i,2,0,0,0,0,0,0,0,0,0,1,1,0,0
9788,BearNaghez,1,0,0,0,0,0,0,0,0,0,1,0,0,0
9789,Shadrokhpoor,1,0,0,0,0,0,0,0,0,0,1,0,0,0
9790,mahsaraj6,1,0,0,0,0,0,0,0,0,0,1,0,0,0
9791,MariSP84,2,0,0,0,0,0,0,0,0,0,1,0,0,1
9792,pahlavism74,2,0,0,0,0,0,0,0,0,0,1,0,0,1
9793,Freckled_Smudge,1,0,0,0,0,0,0,0,0,0,1,0,0,0
9794,KenMichaels111,3,0,0,0,0,0,0,0,0,0,1,0,1,1
9795,PejmanPharmd,2,0,0,0,0,0,0,0,0,0,1,1,0,0
9796,Nsalemi30,1,0,0,0,0,0,0,0,0,0,1,0,0,0
9797,Jubin39383187,2,0,0,0,0,0,0,0,0,0,1,1,0,0
9798,Kadelaw,1,0,0,0,0,0,0,0,0,0,1,0,0,0
9799,koskhologist,1,0,0,0,0,0,0,0,0,0,1,0,0,0
9800,MyPinkyland,2,0,0,0,0,0,0,0,0,0,1,0,1,0
9801,DragonSamurai13,2,0,0,0,0,0,0,0,0,0,1,0,0,1
9802,AliTRazavi,1,0,0,0,0,0,0,0,0,0,1,0,0,0
9803,S_M1RAX,2,0,0,0,0,0,0,0,0,0,1,0,0,1
9804,Fake_Radical,2,0,0,0,0,0,0,0,0,0,1,0,0,1
9805,khormaloo369,2,0,0,0,0,0,0,0,0,0,1,1,0,0
9806,IranSentinel,1,0,0,0,0,0,0,0,0,0,1,0,0,0
9807,MIGA_LionandSun,2,0,0,0,0,0,0,0,0,0,1,0,0,1
9808,JwadP62192,1,0,0,0,0,0,0,0,0,0,1,0,0,0
9809,SonCyrus3,1,0,0,0,0,0,0,0,0,0,1,0,0,0
9810,LibNationUSA,1,0,0,0,0,0,0,0,0,0,1,0,0,0
9811,lotgodiva,1,0,0,0,0,0,0,0,0,0,1,0,0,0
9812,itsme_meti,4,0,0,0,0,0,0,0,0,0,1,1,1,1
9813,MammadAct,1,0,0,0,0,0,0,0,0,0,1,0,0,0
9814,AminiEllie,1,0,0,0,0,0,0,0,0,0,1,0,0,0
9815,1Irani_dokht,2,0,0,0,0,0,0,0,0,0,1,1,0,0
9816,ELRev22,1,0,0,0,0,0,0,0,0,0,1,0,0,0
9817,AmjadiKoroush,1,0,0,0,0,0,0,0,0,0,1,0,0,0
9818,skyl20277,1,0,0,0,0,0,0,0,0,0,1,0,0,0
9819,IranFullLife,1,0,0,0,0,0,0,0,0,0,1,0,0,0
9820,Iranzadevin,1,0,0,0,0,0,0,0,0,0,1,0,0,0
9821,Khaos_3666,1,0,0,0,0,0,0,0,0,0,1,0,0,0
9822,ItsKouroshKabir,3,0,0,0,0,0,0,0,0,0,1,1,1,0
9823,Mohssen46399,1,0,0,0,0,0,0,0,0,0,1,0,0,0
9824,Vatanam6161916,1,0,0,0,0,0,0,0,0,0,1,0,0,0
9825,MBaharesta65003,4,0,0,0,0,0,0,0,0,0,1,1,1,1
9826,The_Western_sea,1,0,0,0,0,0,0,0,0,0,1,0,0,0
9827,rezasaffar6643,2,0,0,0,0,0,0,0,0,0,1,1,0,0
9828,mehradfar95503,2,0,0,0,0,0,0,0,0,0,1,0,0,1
9829,cindyfsolomon,1,0,0,0,0,0,0,0,0,0,1,0,0,0
9830,DrOmid_Akrami,2,0,0,0,0,0,0,0,0,0,1,0,1,0
9831,Somi9g39,1,0,0,0,0,0,0,0,0,0,1,0,0,0
9832,shashaeh,1,0,0,0,0,0,0,0,0,0,1,0,0,0
9833,majoosnegaregan,3,0,0,0,0,0,0,0,0,0,1,1,1,0
9834,Guilan_QC,1,0,0,0,0,0,0,0,0,0,1,0,0,0
9835,Miraz_yekoob,1,0,0,0,0,0,0,0,0,0,1,0,0,0
9836,JShah2534,1,0,0,0,0,0,0,0,0,0,1,0,0,0
9837,rfa979,1,0,0,0,0,0,0,0,0,0,1,0,0,0
9838,moni_oddy,1,0,0,0,0,0,0,0,0,0,1,0,0,0
9839,Blueeyesangel1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
9840,PK47214321,2,0,0,0,0,0,0,0,0,0,1,1,0,0
9841,Elimj32,1,0,0,0,0,0,0,0,0,0,1,0,0,0
9842,pahlavidokht,1,0,0,0,0,0,0,0,0,0,1,0,0,0
9843,astro2000boy,2,0,0,0,0,0,0,0,0,0,1,0,1,0
9844,pakesh_7,2,0,0,0,0,0,0,0,0,0,1,0,0,1
9845,BeanuKeeves,1,0,0,0,0,0,0,0,0,0,1,0,0,0
9846,berlin_hf,2,0,0,0,0,0,0,0,0,0,1,0,1,0
9847,SBahrami2022,2,0,0,0,0,0,0,0,0,0,1,1,0,0
9848,kashafrood,4,0,0,0,0,0,0,0,0,0,1,1,1,1
9849,arashb1400,1,0,0,0,0,0,0,0,0,0,1,0,0,0
9850,IranGryffindor,3,0,0,0,0,0,0,0,0,0,1,0,1,1
9851,MahNebula,2,0,0,0,0,0,0,0,0,0,1,0,0,1
9852,moloolche,1,0,0,0,0,0,0,0,0,0,1,0,0,0
9853,shireparsi,3,0,0,0,0,0,0,0,0,0,1,1,1,0
9854,bachekocholoo,1,0,0,0,0,0,0,0,0,0,1,0,0,0
9855,skyfree85,3,0,0,0,0,0,0,0,0,0,1,0,1,1
9856,IPDC2026,1,0,0,0,0,0,0,0,0,0,1,0,0,0
9857,Persian_Flame,2,0,0,0,0,0,0,0,0,0,1,0,1,0
9858,nima_n_g,1,0,0,0,0,0,0,0,0,0,0,1,0,0
9859,mahsanikii,2,0,0,0,0,0,0,0,0,0,0,1,1,0
9860,Chetgirl1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
9861,Babak_Farokhzad,1,0,0,0,0,0,0,0,0,0,0,1,0,0
9862,Bita2tt,1,0,0,0,0,0,0,0,0,0,0,1,0,0
9863,AutogptAI,1,0,0,0,0,0,0,0,0,0,0,1,0,0
9864,22Khorshid,2,0,0,0,0,0,0,0,0,0,0,1,1,0
9865,toranj_lived,1,0,0,0,0,0,0,0,0,0,0,1,0,0
9866,Hitman392687461,1,0,0,0,0,0,0,0,0,0,0,1,0,0
9867,ArameshAzizi,1,0,0,0,0,0,0,0,0,0,0,1,0,0
9868,RoozNonas,1,0,0,0,0,0,0,0,0,0,0,1,0,0
9869,SSawansa61044,1,0,0,0,0,0,0,0,0,0,0,1,0,0
9870,Shiro3eSn,2,0,0,0,0,0,0,0,0,0,0,1,0,1
9871,babak62633637,1,0,0,0,0,0,0,0,0,0,0,1,0,0
9872,greenmonsteraaa,2,0,0,0,0,0,0,0,0,0,0,1,0,1
9873,tyfjffgjj,2,0,0,0,0,0,0,0,0,0,0,1,1,0
9874,MoMalek1990,1,0,0,0,0,0,0,0,0,0,0,1,0,0
9875,Ashwpc,1,0,0,0,0,0,0,0,0,0,0,1,0,0
9876,moCubein,1,0,0,0,0,0,0,0,0,0,0,1,0,0
9877,Shahpou54659339,1,0,0,0,0,0,0,0,0,0,0,1,0,0
9878,Noahgudq,1,0,0,0,0,0,0,0,0,0,0,1,0,0
9879,maysa_maysa9119,1,0,0,0,0,0,0,0,0,0,0,1,0,0
9880,shanii_mani,1,0,0,0,0,0,0,0,0,0,0,1,0,0
9881,Shaloomi2581,1,0,0,0,0,0,0,0,0,0,0,1,0,0
9882,spiritualmove,1,0,0,0,0,0,0,0,0,0,0,1,0,0
9883,nehzari,1,0,0,0,0,0,0,0,0,0,0,1,0,0
9884,elinadine1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
9885,NasrinGholami5,2,0,0,0,0,0,0,0,0,0,0,1,1,0
9886,SGeramikho53544,2,0,0,0,0,0,0,0,0,0,0,1,1,0
9887,solaris73693693,2,0,0,0,0,0,0,0,0,0,0,1,1,0
9888,blacklaklak2026,1,0,0,0,0,0,0,0,0,0,0,1,0,0
9889,nomade021,1,0,0,0,0,0,0,0,0,0,0,1,0,0
9890,mahistan,2,0,0,0,0,0,0,0,0,0,0,1,1,0
9891,19083rtv,1,0,0,0,0,0,0,0,0,0,0,1,0,0
9892,Jadoogar135729,1,0,0,0,0,0,0,0,0,0,0,1,0,0
9893,GOTMasih,1,0,0,0,0,0,0,0,0,0,0,1,0,0
9894,AazadIran,1,0,0,0,0,0,0,0,0,0,0,1,0,0
9895,KamyarKami15526,1,0,0,0,0,0,0,0,0,0,0,1,0,0
9896,IranRises,1,0,0,0,0,0,0,0,0,0,0,1,0,0
9897,SamiraA61440947,1,0,0,0,0,0,0,0,0,0,0,1,0,0
9898,ali246644586390,1,0,0,0,0,0,0,0,0,0,0,1,0,0
9899,Falcon__55,2,0,0,0,0,0,0,0,0,0,0,1,1,0
9900,Sherry_Khani,1,0,0,0,0,0,0,0,0,0,0,1,0,0
9901,Sherry898382231,2,0,0,0,0,0,0,0,0,0,0,1,1,0
9902,KPh446523561427,1,0,0,0,0,0,0,0,0,0,0,1,0,0
9903,Mahdie410,1,0,0,0,0,0,0,0,0,0,0,1,0,0
9904,hanalizaa2,1,0,0,0,0,0,0,0,0,0,0,1,0,0
9905,vlad7vlad7,1,0,0,0,0,0,0,0,0,0,0,1,0,0
9906,LEO131326,2,0,0,0,0,0,0,0,0,0,0,1,0,1
9907,SolenCallae854,1,0,0,0,0,0,0,0,0,0,0,1,0,0
9908,soroush_khazaei,1,0,0,0,0,0,0,0,0,0,0,1,0,0
9909,Emad_Officialll,1,0,0,0,0,0,0,0,0,0,0,1,0,0
9910,AronK1408,1,0,0,0,0,0,0,0,0,0,0,1,0,0
9911,irisan_music,1,0,0,0,0,0,0,0,0,0,0,1,0,0
9912,mohammadae0m,1,0,0,0,0,0,0,0,0,0,0,1,0,0
9913,1985returnee,1,0,0,0,0,0,0,0,0,0,0,1,0,0
9914,Sheibahast,1,0,0,0,0,0,0,0,0,0,0,1,0,0
9915,fairghh,2,0,0,0,0,0,0,0,0,0,0,1,1,0
9916,maziyar266160,1,0,0,0,0,0,0,0,0,0,0,1,0,0
9917,HosseiniTina,1,0,0,0,0,0,0,0,0,0,0,1,0,0
9918,AIranmall,1,0,0,0,0,0,0,0,0,0,0,1,0,0
9919,sepipersan,1,0,0,0,0,0,0,0,0,0,0,1,0,0
9920,SKYRIDER4538,2,0,0,0,0,0,0,0,0,0,0,1,1,0
9921,SS34551059,1,0,0,0,0,0,0,0,0,0,0,1,0,0
9922,Rachel53799325,2,0,0,0,0,0,0,0,0,0,0,1,1,0
9923,GOD_609,1,0,0,0,0,0,0,0,0,0,0,1,0,0
9924,RisingL84122,1,0,0,0,0,0,0,0,0,0,0,1,0,0
9925,anatarinmi,1,0,0,0,0,0,0,0,0,0,0,1,0,0
9926,HasaniAkhond,2,0,0,0,0,0,0,0,0,0,0,1,1,0
9927,Poseidon7god,2,0,0,0,0,0,0,0,0,0,0,1,1,0
9928,BabaShah0yl0,2,0,0,0,0,0,0,0,0,0,0,1,1,0
9929,MinaStjern,1,0,0,0,0,0,0,0,0,0,0,1,0,0
9930,SolidarityToAll,1,0,0,0,0,0,0,0,0,0,0,1,0,0
9931,Kamran80IR,1,0,0,0,0,0,0,0,0,0,0,1,0,0
9932,ghzlnaderi,2,0,0,0,0,0,0,0,0,0,0,1,0,1
9933,petrosdevoted97,1,0,0,0,0,0,0,0,0,0,0,1,0,0
9934,EdmundErica,1,0,0,0,0,0,0,0,0,0,0,1,0,0
9935,lady_gestella,1,0,0,0,0,0,0,0,0,0,0,1,0,0
9936,ShamimGoud35674,1,0,0,0,0,0,0,0,0,0,0,1,0,0
9937,AdelSharifi2,1,0,0,0,0,0,0,0,0,0,0,1,0,0
9938,Linda3430359,1,0,0,0,0,0,0,0,0,0,0,1,0,0
9939,xPersiandokhtx,2,0,0,0,0,0,0,0,0,0,0,1,1,0
9940,alikasra51,1,0,0,0,0,0,0,0,0,0,0,1,0,0
9941,ad191800008,1,0,0,0,0,0,0,0,0,0,0,1,0,0
9942,_leyla_gh,3,0,0,0,0,0,0,0,0,0,0,1,1,1
9943,2026iran,1,0,0,0,0,0,0,0,0,0,0,1,0,0
9944,javidshaah,1,0,0,0,0,0,0,0,0,0,0,1,0,0
9945,Barandazmla,1,0,0,0,0,0,0,0,0,0,0,1,0,0
9946,HAMED_B13,1,0,0,0,0,0,0,0,0,0,0,1,0,0
9947,Safreedom2026,1,0,0,0,0,0,0,0,0,0,0,1,0,0
9948,VahidKhosr78639,1,0,0,0,0,0,0,0,0,0,0,1,0,0
9949,SoheilSooudi,1,0,0,0,0,0,0,0,0,0,0,1,0,0
9950,FreeIra36624074,1,0,0,0,0,0,0,0,0,0,0,1,0,0
9951,NRamezani19146,1,0,0,0,0,0,0,0,0,0,0,1,0,0
9952,NikkiSlmD,1,0,0,0,0,0,0,0,0,0,0,1,0,0
9953,BaharehAzadii,1,0,0,0,0,0,0,0,0,0,0,1,0,0
9954,VestasRealm,1,0,0,0,0,0,0,0,0,0,0,1,0,0
9955,yrnym7,1,0,0,0,0,0,0,0,0,0,0,1,0,0
9956,mahiran1193,1,0,0,0,0,0,0,0,0,0,0,1,0,0
9957,Hengame29320511,1,0,0,0,0,0,0,0,0,0,0,1,0,0
9958,SaturnJarnsaxa,1,0,0,0,0,0,0,0,0,0,0,1,0,0
9959,Samsa468647,1,0,0,0,0,0,0,0,0,0,0,1,0,0
9960,HamidSwedn,1,0,0,0,0,0,0,0,0,0,0,1,0,0
9961,Rahamihan,2,0,0,0,0,0,0,0,0,0,0,1,1,0
9962,LibPhan,2,0,0,0,0,0,0,0,0,0,0,1,0,1
9963,FarzadResists,1,0,0,0,0,0,0,0,0,0,0,1,0,0
9964,MirzaRomanovic,2,0,0,0,0,0,0,0,0,0,0,1,0,1
9965,s_staind,1,0,0,0,0,0,0,0,0,0,0,1,0,0
9966,kamran_pahlavi1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
9967,amin1627203,1,0,0,0,0,0,0,0,0,0,0,1,0,0
9968,merry_nour,1,0,0,0,0,0,0,0,0,0,0,1,0,0
9969,fhashemi191411,1,0,0,0,0,0,0,0,0,0,0,1,0,0
9970,CosmicProgram,1,0,0,0,0,0,0,0,0,0,0,1,0,0
9971,freeman65167578,2,0,0,0,0,0,0,0,0,0,0,1,1,0
9972,SoheilMK129680,1,0,0,0,0,0,0,0,0,0,0,1,0,0
9973,AMV1959,1,0,0,0,0,0,0,0,0,0,0,1,0,0
9974,pourdar,1,0,0,0,0,0,0,0,0,0,0,1,0,0
9975,farah_ma00no,1,0,0,0,0,0,0,0,0,0,0,1,0,0
9976,ZaHo40370,1,0,0,0,0,0,0,0,0,0,0,1,0,0
9977,KourushAzadi,1,0,0,0,0,0,0,0,0,0,0,1,0,0
9978,LeilaLzjvm,1,0,0,0,0,0,0,0,0,0,0,1,0,0
9979,Iran_2500_years,2,0,0,0,0,0,0,0,0,0,0,1,1,0
9980,GilasGoz,2,0,0,0,0,0,0,0,0,0,0,1,1,0
9981,freeliizard,1,0,0,0,0,0,0,0,0,0,0,1,0,0
9982,omidfireman1251,1,0,0,0,0,0,0,0,0,0,0,1,0,0
9983,39_Shahedel_63,1,0,0,0,0,0,0,0,0,0,0,1,0,0
9984,SeraElenor,1,0,0,0,0,0,0,0,0,0,0,1,0,0
9985,Persi_Immortals,1,0,0,0,0,0,0,0,0,0,0,1,0,0
9986,Siavashamm,1,0,0,0,0,0,0,0,0,0,0,1,0,0
9987,RichardGH,1,0,0,0,0,0,0,0,0,0,0,1,0,0
9988,vertex_33,1,0,0,0,0,0,0,0,0,0,0,1,0,0
9989,kiano3568,1,0,0,0,0,0,0,0,0,0,0,1,0,0
9990,Javid_Naamaan,1,0,0,0,0,0,0,0,0,0,0,1,0,0
9991,facelesso0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
9992,eshgheelahi,1,0,0,0,0,0,0,0,0,0,0,1,0,0
9993,dashtesta,1,0,0,0,0,0,0,0,0,0,0,1,0,0
9994,mehrazarafra,2,0,0,0,0,0,0,0,0,0,0,1,0,1
9995,Maryam48685795,1,0,0,0,0,0,0,0,0,0,0,1,0,0
9996,SimaZeinali2536,1,0,0,0,0,0,0,0,0,0,0,1,0,0
9997,Tala6Aria,1,0,0,0,0,0,0,0,0,0,0,1,0,0
9998,ThinkerTheSina,1,0,0,0,0,0,0,0,0,0,0,1,0,0
9999,SMB_Manager2023,1,0,0,0,0,0,0,0,0,0,0,1,0,0
10000,NjalSomeoneson,1,0,0,0,0,0,0,0,0,0,0,1,0,0
10001,Shahnam63423,1,0,0,0,0,0,0,0,0,0,0,1,0,0
10002,roxsanarh,1,0,0,0,0,0,0,0,0,0,0,1,0,0
10003,SB78748192,1,0,0,0,0,0,0,0,0,0,0,1,0,0
10004,pejman18279738,1,0,0,0,0,0,0,0,0,0,0,1,0,0
10005,MohsenDarv23417,1,0,0,0,0,0,0,0,0,0,0,1,0,0
10006,nany892865hassa,1,0,0,0,0,0,0,0,0,0,0,1,0,0
10007,persi_Swift,1,0,0,0,0,0,0,0,0,0,0,1,0,0
10008,Iraniraniran67,1,0,0,0,0,0,0,0,0,0,0,1,0,0
10009,kargartanha,2,0,0,0,0,0,0,0,0,0,0,1,1,0
10010,ShayeShode,1,0,0,0,0,0,0,0,0,0,0,1,0,0
10011,amiri167012,1,0,0,0,0,0,0,0,0,0,0,1,0,0
10012,gshtllr,2,0,0,0,0,0,0,0,0,0,0,1,1,0
10013,ba_hooman,1,0,0,0,0,0,0,0,0,0,0,1,0,0
10014,M5460M5460,1,0,0,0,0,0,0,0,0,0,0,1,0,0
10015,king_2025R,2,0,0,0,0,0,0,0,0,0,0,1,0,1
10016,atimvblh,1,0,0,0,0,0,0,0,0,0,0,1,0,0
10017,Lesanolgheybb,1,0,0,0,0,0,0,0,0,0,0,1,0,0
10018,swmraysh4,2,0,0,0,0,0,0,0,0,0,0,1,0,1
10019,PayandeIran16,1,0,0,0,0,0,0,0,0,0,0,1,0,0
10020,Saba84976467292,1,0,0,0,0,0,0,0,0,0,0,1,0,0
10021,roya_marzban,1,0,0,0,0,0,0,0,0,0,0,1,0,0
10022,Hichehichestan,1,0,0,0,0,0,0,0,0,0,0,1,0,0
10023,azadi0660121917,2,0,0,0,0,0,0,0,0,0,0,1,1,0
10024,MHonarmand44,1,0,0,0,0,0,0,0,0,0,0,1,0,0
10025,Marry7554,1,0,0,0,0,0,0,0,0,0,0,1,0,0
10026,Sadman344723,2,0,0,0,0,0,0,0,0,0,0,1,1,0
10027,tirkamoun,1,0,0,0,0,0,0,0,0,0,0,1,0,0
10028,Sadafh2538,1,0,0,0,0,0,0,0,0,0,0,1,0,0
10029,MeisamAsadpour4,3,0,0,0,0,0,0,0,0,0,0,1,1,1
10030,Faribashirazi23,1,0,0,0,0,0,0,0,0,0,0,1,0,0
10031,Shahram0107515,1,0,0,0,0,0,0,0,0,0,0,1,0,0
10032,Mojganhonrable,1,0,0,0,0,0,0,0,0,0,0,1,0,0
10033,_PANSIF_,1,0,0,0,0,0,0,0,0,0,0,1,0,0
10034,yelajbaz,1,0,0,0,0,0,0,0,0,0,0,1,0,0
10035,Nicoleta955,1,0,0,0,0,0,0,0,0,0,0,1,0,0
10036,RezaKho70924723,1,0,0,0,0,0,0,0,0,0,0,1,0,0
10037,iran_freedom404,1,0,0,0,0,0,0,0,0,0,0,1,0,0
10038,FIrani25376,1,0,0,0,0,0,0,0,0,0,0,1,0,0
10039,esmailpour_m,1,0,0,0,0,0,0,0,0,0,0,1,0,0
10040,Pesarpedarshoj,1,0,0,0,0,0,0,0,0,0,0,1,0,0
10041,jesiiip13j,1,0,0,0,0,0,0,0,0,0,0,1,0,0
10042,karimtah,1,0,0,0,0,0,0,0,0,0,0,1,0,0
10043,Anonymous_No_21,1,0,0,0,0,0,0,0,0,0,0,1,0,0
10044,migairan2585,2,0,0,0,0,0,0,0,0,0,0,1,0,1
10045,Brisa1979,2,0,0,0,0,0,0,0,0,0,0,1,0,1
10046,Newz5e,1,0,0,0,0,0,0,0,0,0,0,1,0,0
10047,atha48453816490,1,0,0,0,0,0,0,0,0,0,0,1,0,0
10048,Uquireve7,1,0,0,0,0,0,0,0,0,0,0,1,0,0
10049,Frappuccino998,3,0,0,0,0,0,0,0,0,0,0,1,1,1
10050,Sakai_san7,1,0,0,0,0,0,0,0,0,0,0,1,0,0
10051,MorleyMan007,1,0,0,0,0,0,0,0,0,0,0,1,0,0
10052,tabrizi66,1,0,0,0,0,0,0,0,0,0,0,1,0,0
10053,AhuraEcho,1,0,0,0,0,0,0,0,0,0,0,1,0,0
10054,KafrMhdy68225,1,0,0,0,0,0,0,0,0,0,0,1,0,0
10055,Sisidarsayeh,1,0,0,0,0,0,0,0,0,0,0,1,0,0
10056,RezaG26,1,0,0,0,0,0,0,0,0,0,0,1,0,0
10057,g_alikin7650,1,0,0,0,0,0,0,0,0,0,0,1,0,0
10058,Zizi324319,1,0,0,0,0,0,0,0,0,0,0,1,0,0
10059,WildTommy14,1,0,0,0,0,0,0,0,0,0,0,1,0,0
10060,Raha71539074,1,0,0,0,0,0,0,0,0,0,0,1,0,0
10061,Glorfindel_A,1,0,0,0,0,0,0,0,0,0,0,1,0,0
10062,kagsundaram,1,0,0,0,0,0,0,0,0,0,0,1,0,0
10063,marecopolooo,1,0,0,0,0,0,0,0,0,0,0,1,0,0
10064,mcdhzc,1,0,0,0,0,0,0,0,0,0,0,1,0,0
10065,hamid1401dimah,1,0,0,0,0,0,0,0,0,0,0,1,0,0
10066,metikafar48,1,0,0,0,0,0,0,0,0,0,0,1,0,0
10067,nas_mousavi,1,0,0,0,0,0,0,0,0,0,0,1,0,0
10068,Matt164755,1,0,0,0,0,0,0,0,0,0,0,1,0,0
10069,MrKardarfard,1,0,0,0,0,0,0,0,0,0,0,1,0,0
10070,x_Publictext,1,0,0,0,0,0,0,0,0,0,0,1,0,0
10071,gaurdianofwater,1,0,0,0,0,0,0,0,0,0,0,1,0,0
10072,teymoorkhan,2,0,0,0,0,0,0,0,0,0,0,1,0,1
10073,Angello26530221,1,0,0,0,0,0,0,0,0,0,0,1,0,0
10074,TanBooPat,1,0,0,0,0,0,0,0,0,0,0,1,0,0
10075,trumpgolfiran,2,0,0,0,0,0,0,0,0,0,0,1,1,0
10076,Gianluca1517595,2,0,0,0,0,0,0,0,0,0,0,1,0,1
10077,DerakhshiSima,1,0,0,0,0,0,0,0,0,0,0,1,0,0
10078,DameSobIR,1,0,0,0,0,0,0,0,0,0,0,1,0,0
10079,allekhandr0,2,0,0,0,0,0,0,0,0,0,0,1,1,0
10080,kasiiiiiT69,2,0,0,0,0,0,0,0,0,0,0,1,1,0
