username,name,followers_count,final_location,count,x_id,T1,T2,T3,T4,T5,T6,T7,T8,T9,T10,T11,T12,T13,T14,T15,T16,T17,T18,T19,T20
mhmdhsyn__,مش ممد🥷🏼,13068,VPN - Iran,1,1371774395706930000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Bublee_gee,M.Ishtiaq Tahir,13031,Pakistan,2,961488882,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
OwaisCheema9,Avis,13011,United Kingdom,1,1527826760221570000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gharibabadi,Gharibabadi,12965,Starlink - Iran,1,1035232364950110000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abdu,Abdurahman Warsame,12959,West Asia,2,5740092,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
DrDadabhoy,Ambereen Dadabhoy 🪬,12922,United States,4,1068875149,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0
fmahdipour,فرشاد مهدی,12904,Iran,6,3064789121,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,1,0,0
LavasaniMalihe,🥀لواسوني🎒,12854,West Asia,6,930498247470219000,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ShabanaFaryal,Faryal Shabana,12850,United States,1,108378919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
emocionycambio,Raquel Frdez-Veiga,12831,Spain,2,2439711755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
HiyaleeM,Hiyaly M Rasheed,12789,Maldives,6,588247089,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,1
martinez_j7902,Irlandarra,12711,United Kingdom,2,2015492655619220000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
RhondaGarad,Dr Rhonda Garad Difficult by Design,12672,Australia,1,1537368869815260000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
FGhoddoussi,Farhad Ghoddoussi,12636,United States,3,850414665926660000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
hopeluta_,但Esperança 🌎,12610,Brazil,1,1139963297590060000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
atorabi76_,امین ترابی,12610,VPN - Iran,2,1310093856948520000,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
mortezagolpoor,مرتضی گل,12554,Iran,1,3014418428,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
aa77xxss,علي إبراهيم,12507,Yemen,12,1317817137797470000,1,0,1,0,1,1,0,1,0,1,1,1,1,1,1,0,1,0,0,0
kwakuasanteb,Kwaku Asante,12459,Ghana,2,1622449334,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Fezhh_kh,❤️دل بی قرار❤️,12458,VPN - Iran,1,1291426846802960000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Alimokhtarzadeh,علی مختارزاده,12446,Iran,7,2479541585,0,0,0,0,0,1,0,1,0,0,1,1,1,0,0,1,1,0,0,0
hassanq2014,الشيخ حسن القليصي hassanq,12411,Yemen,2,2796073014,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
SicilianoSum,❤️,12386,Italy,1,720298583296061000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Sh110Kn,🇵🇰 Shahid Ali,12386,Pakistan,2,458123828,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Mahmut_Ak47,Mahmut AK,12283,Turkey,2,2323901535,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Doc_m_7,🟥 ☫ 🟩🇾🇪Dr.m,12230,West Asia,1,1175049198057720000,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
MO21_ALI,محمدعلي الايراني☫,12221,Iran,5,1634456821602680000,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1
EliaBecks,Elia,12211,Afghanistan,1,1243689094129090000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Jangjouye,Jangjou 🎒,12199,East Asia,1,1173933267562550000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RealNickMugalli,Nicholas Mugalli,12184,United States,3,1450300640480080000,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
zgdekli,gülşat_...Özgkl🇹🇷 🇦🇿,12183,Turkey,8,446433858,0,0,0,0,1,1,0,1,0,1,1,0,1,1,0,0,0,0,0,1
giulianol,Giuliano Lancioni,12178,Italy,2,141509471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
midoo0,.,12153,United Kingdom,10,14327636,1,0,0,0,0,1,0,0,1,1,0,1,1,1,0,0,1,1,1,0
Abbas_Safari1,Abbas Safari,12145,Iran,1,1394963007990600000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Theignorantsoul,Alok Jyoti Mahanta,12141,India,1,2546168419,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kabulii,Kabuli كابلى,12133,United Kingdom,6,23324344,0,0,0,0,0,1,0,1,0,0,0,1,1,1,0,1,0,0,0,0
Elii9964,💚🎒ایـــــــرانِ من🎒💚,12130,VPN - Iran,5,1475124163329380000,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0
wamsha92s,🇵🇸,12110,Pakistan,1,128208311,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
IronLady0012,BirdofParadise,12058,North America,1,1528796563677470000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
xerxesss,Khashayar,12053,Iran,2,1687696020,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
sana_bano__313,ثنا بانو,12031,Iran,2,1220576071487300000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
qa_kd7,-لـيـــث الـيـمـن™🇾🇪🇵🇸•,12015,Yemen,1,2353039473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
eastnitty,Free Palestine,11992,United Kingdom,1,1239508234718900000,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
GerardBondeau,GeB. 🥕🥕🥕💀💀💀,11991,France,3,1469748847,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
Ostureh313,Azof,11974,Iran,1,1502574825814080000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
JoAnn_Marie,JoAnn Marie,11891,Mexico,1,40606692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
GuimaraesHelcio,Hélcio Guimarães 🚩👊 ☭,11882,Brazil,3,1067448410805020000,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
rrghadi01,Reza Ramezannejad,11845,Iran,8,298797979,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,1,1,1
sidduu96,Sid 🇮🇳,11839,India,1,1389241184707440000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
MerruX,Ali,11808,North America,2,37823448,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Horaciorivashen,Horacio 💛♥️💜🔻,11806,Spain,1,951757130457076000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
JL_SR2024,Jorge L. 🇵🇸. @jl_sr2024.bsky.social,11805,Spain,1,70941108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
midoriSW19,Midori Fujisawa共訳『候補者ジェレミー・コービン』岩波書店,11801,United Kingdom,1,2566001916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
sandra_miria,LULA Sandra Miria HADDAD,11764,Brazil,2,1053681848,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Enter1984Art,1984,11757,Denmark,1,1410420516285000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
zahrahp_1,Zahra Hooshyar,11739,West Asia,1,1324148550058590000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
red_loeb,Ennius,11702,United Kingdom,1,749218051841810000,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
shamama_abbasi,High Priestess 💫✨⭐️🤩,11666,United Kingdom,1,460397041,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
mahtab_rasooli,مهتاب رسولى 🇮🇷,11666,Iran,2,1263735656829810000,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
n_brti1984,نورا براتی🎒,11662,Iran,3,1479300580262570000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
tacticalgrid,Tactical Grid,11658,Germany,2,26139323,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
NahidPoureisa,Nahid,11655,Iran,1,1193072067031290000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
nilofarabaszade,نیلوفر عباس,11654,West Asia,16,1387056624540570000,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1
Vendra_Deje,Novendra Deje,11636,Indonesia,1,384176072,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Michael_Wgd,Michael W,11609,Europe,1,1262728136485110000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
salcinz,Cinzia,11607,Italy,10,1022439386271700000,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,1,0,1
ArmyX313M,༄𝐈𝐧𝐣𝐮𝐬𝐭𝐢𝐜𝐞 🔚𝗭,11601,Africa,5,127056579,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1
HARJGTHEONEDBA,HARJGTHEONE DBA,11575,Canada,1,2603552172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
AthousandBrains,Athousand Brains 𓃵 🇵🇸,11570,Africa,3,1190027703279330000,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
DM55283,Z-Agent VVP 🇷🇺,11562,Eastern Europe (Non-EU),1,768427712381915000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
RTwassoli,🌲Rohullah🌲,11556,Indonesia,1,1159765853908290000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Timberwolf__,Nofvck Djokovic,11516,United Arab Emirates,1,633839242,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
thuhthuna,Shuaib Thuhthu,11500,Maldives,1,382390673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Smkomeil,سید محمدکمیل🎒,11489,West Asia,3,1262956675507650000,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
fateme_gh_m,فاطمه قاسمی,11477,Iran,5,1018461560367470000,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0
mojtaba_v6,مجتبی وحدتی,11474,West Asia,2,948817292854374000,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marvi_Economics,Ali Marvi علی مروی,11429,VPN - Iran,2,878732683689550000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
SamTorabi72,Sam Torabi سام ترابی,11407,Iran,17,951061888816767000,0,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
syed2000,Seyed Zabiullah,11389,United States,8,117765295,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,1
carmenprs,Carmen L LULA GOULART P Da Silva,11366,South America,1,4875920842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Vpedrosa,Veronica Pedrosa,11336,United Kingdom,1,28693649,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
resisres,Samuel 🇲🇽,11313,Mexico,1,882462674042454000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GilaniTufail,Adv. Tufail Gilani,11301,India,6,412010703,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,1,1
MCTothSTL,Mark Toth,11289,United States,6,247054094,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0
RanjhaHafeez,Hafeez Ahmed Ranjha,11286,South Asia,1,1238914086139820000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
revayateman,مهدی غنچه🎒,11263,West Asia,8,962460685568487000,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,1,1,1
izadgashb1,سید تاج الدین ایزدگشب,11253,Iran,1,1336881664522330000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Mohamadhossie15,🚩سید محمد🏴,11253,West Asia,3,1117033789266500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
ye02987,مطنوخ صعدة 🇸🇩 🇾🇪,11248,Yemen,1,3438527174,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
talia___100sun,تاليــة.,11243,Iraq,1,2959134180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
jaraparilla,Jaraparilla 🇾🇪 🇵🇸 🇱🇧,11239,Australia,1,60006673,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zeinabshehab6,Zeinab Shehab,11197,Lebanon,1,1212488977468410000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Fatima_solymani,فاطیما,11157,Iran,13,881252130002268000,0,0,1,1,0,1,1,0,1,1,0,1,1,1,0,0,1,1,1,1
marita_stappung,Marita Stappung,11147,Chile,17,134921712,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1
AnonymousGlobal,𓂀,11065,North America,4,201244918,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0
tayebsaeidi,جُمْهوُري,11063,Iran,1,1142389338971540000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Javan_4,مرسده جوان🎒🏴,11007,VPN - Iran,4,1285310161142390000,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
alishoieb1,علي شعيب | Ali Shoaib,10997,Lebanon,1,2744650025,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
HashemiMarzi,Marzieh Hashemi,10976,Iran,1,1238756872951340000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
allidoismix,critical mix theory,10960,United States,1,1232161857034760000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
neghah13,آلفرد🎒,10932,Iran,7,1507757356393940000,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
MahdiHajjar1,Mahdi Hajjar مهدی حجّار,10917,VPN - Iran,1,1499462727953270000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
hamed21224200,hamedd,10912,VPN - Iran,12,1500021743351640000,1,1,0,1,1,1,0,1,1,0,1,1,1,0,1,1,0,0,0,0
5trategist,استراتژیست,10876,VPN - Iran,4,993961938248856000,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0
saintgothic,Ουίς Φάιαρ,10871,United States,1,1394853216991400000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
elharafeesh,الغى رحلتشى,10869,Egypt,1,248824081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Sara_zs1,Sara zein,10865,Lebanon,2,1188091946289550000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
_DilS3Rahul_,Rapunzel,10828,Southeast Asia,2,1438547520452370000,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
jefff256,Jeff,10821,Uganda,1,1134007599039490000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
HUSSEINSROUR,HUSSEIN SROUR,10804,Lebanon,1,4915405991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
MZ0JNS9aLkjhtqx,محمد الخواض,10798,Sudan,1,1001204346829370000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
riannuzziGPC,Roberto Iannuzzi,10778,Italy,2,4141162227,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
pbkBMkmmkkwkpvg,ابو عقيل الحبسي,10741,Yemen,1,1167920481800000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
TheMatundaMan,#𝕄𝕒𝕥𝕦𝕟𝕕𝕒𝕄𝕒𝕟 👨🏻,10724,Africa,1,3040973272,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ahadian_ir,محمدسعید احدیان,10715,Iran,15,2369020350,0,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1,1,0
BlackMoth_313,BlackMoth,10714,France,1,1497265478984780000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
tawarayasotatsu,『NY午前0時　美術館は眠らない』配信開始！/岩渕潤子,10707,Japan,1,111768843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
teejay_132,"Ahmad Musa Hassan, ACA",10705,Nigeria,13,796466485866746000,0,0,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,0,0,1
JustaCoinToss,Lucy 🕊️ Solidarity Forever,10692,United States,1,4763858353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
BehnamBk,Behnam,10689,VPN - Iran,1,2799029723,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ibrahim_alwaree,ابراهيم حسن الوريث,10661,Yemen,1,1131362434877480000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abbas_inc,Ali Abbas,10651,Bahrain,1,1426089330997610000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OlaIsrael01,Prof. G,10651,Africa,1,1534307783801280000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
baqirululoom,baqir ul uloom online Quran academy,10626,Pakistan,6,3260651989,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,1,0
Forthleft2,Tim Jones 🇵🇸,10617,Australia,1,3368822652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
JustShemaBaby,S H E M A | OTCC 🦋✨️,10601,United States,1,23508843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ramedumar,Ramon Suniaga 🇻🇪,10598,Venezuela,3,137465304,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
seyedmahdi11,آسِید مهدی💪🏻🟩 ☫ 🟥🎒,10550,Iran,1,827928488686547000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
guevara_iria,Iria Guevara,10550,Cuba,1,1429586949732540000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
finanzmarktwelt,FinanzmarktWelt.de,10547,Germany,3,1560295646,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
MiladSlimm,ميلاد سليم,10522,Mauritania,3,933248202207256000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
MAHMOUD19005690,هالووين,10515,Egypt,2,4636336181,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
1RedRevolution,Red&Ate #Direniş #iran,10490,Turkey,4,555499085,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
gashm1975,Dr.abo zid,10473,Yemen,1,4830668471,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
mustafa_alkhtib,مصطفى الخطيب - Mustafa Alkhatib,10451,Yemen,4,1036063295785130000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1
darya_daar,دریادار,10448,Iran,1,1034727805907610000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PabloMtzDelCam1,Pablo Mtz 🇲🇽,10432,Mexico,4,924831814165848000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
dayumaEc,Dayuma,10424,France,5,279164028,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0
alihadi68,ali hadi,10421,United Kingdom,18,160984682,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
mikaeeldayani,mikaeeldayani | میکائیل دیانی,10389,West Asia,2,830056787302810000,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ElrondBurrell,Elrond Burrell (he/him),10368,Australasia,4,52027672,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
mtz_ir,نخست وزیر,10298,VPN - Iran,1,812963697169724000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
goleyasm313,🖤بــانوے یــاس🖤(رهبرشهیدم)🏴,10294,VPN - Iran,2,1219004265789910000,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
hannabaker13rw,خانوم میزل 🎒,10288,VPN - Iran,1,1152668285965490000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
amirakbariorg,امیراکبری,10269,Iran,9,596652117,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,1,1,1,1
Vaporous123,Khurram,10262,Pakistan,1,622394028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Ozo__Ude,Chief Ikechukwu Ude,10252,Nigeria,1,868945900395168000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Shinestar8517,shine,10218,VPN - Iran,2,1573953751840340000,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
derakhshanmedia,🟩 ☫ 🟥derakhshanmedia🟩 ☫ 🟥,10215,West Asia,7,797106841738211000,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,1
jala_leb,Dr. Jala 🇱🇧 🇵🇸,10197,United States,4,327091166,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0
nowtypiing,أبو تراب abo turab,10181,West Asia,2,1672036594482640000,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Sir_elmusty,Aliyu Mustapha,10145,Nigeria,2,307054184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
msolymani13,mohammad solymani,10118,Canada,12,801496640561545000,0,0,1,1,1,1,1,0,1,0,0,0,0,0,1,1,1,1,1,1
Captain0TT,Captain 🙌,10093,United Kingdom,12,1705187555845590000,1,1,0,0,1,1,1,1,1,0,1,0,1,0,1,1,0,1,0,0
chimmychonngaa,"Chimmy Chonga, OBE",10030,Ghana,3,2600032412,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0
gaza_son1,الأقصى في قلوبنا,10017,Yemen,1,1782064377463550000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Soheil_1100,سهیل 🇮🇷 ✍,9994,,1,1224663962890930000,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Moh_valibeigy,محمد _ ولی بیگی,9986,,1,1394370187714080000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Jamils641,Jamil Qureshi,9962,,1,1019857852087800000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Amary22Mastfe,MoustfeAmary22,9961,,3,1523319644332900000,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
AKarklar2,Turgay Evren Songs,9961,,5,1134770781081220000,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
shinbiganA,あんみん,9946,,1,1035799528195030000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Ayei_Eloheichem,CasualtiesOfTheDay,9901,,1,2573619805,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ghalibaffans,شبکه هواداران قالیباف,9896,,16,1797724418145220000,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1
Ali_2023ak,Ali yunus Balta 🇹🇷🇸🇩,9887,,1,1039803144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Khaled_Nabil07,Costa,9879,,1,430545101,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M_Jamshidi_,معصومه جمشیدی🇮🇷,9866,,8,1216462866464890000,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,1,1,1,0,0
jumosa6,Callejas,9825,,1,1447385094,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Mubaraqshehu_,Engr. Mshehu 🛠️,9783,,2,212485857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
atungisa_,Atungisa,9769,,1,1515508135,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
xpresenterxeli,☆🎒 Elaheh,9761,,5,1546644835649700000,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1
WAR527,RAWenergy,9758,,2,1264236569273210000,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
hezardastan1981,hezardastan1980,9731,,6,948960191600578000,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
NR_7755,Mahnoor,9726,,1,1041332992763780000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Sara_sal222,🚩 Sara ☫ Saleh 🚩,9722,,1,1569359670539690000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
mohamadmsb,محمدحسین مصباح,9715,,1,886223392705319000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ubmuiu,Ummah Bayt-Al-Mal,9700,,1,853625797,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
yavashuseyinn,Hüseyin Yavaş,9682,,2,2180717393,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Sweetbarbaralee,It's time to rise up & burn this shit down.,9680,,1,4004609957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
aghamoallem20,آقا معلم,9676,,1,1649495239399300000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
WaiTnaWaGatundu,🍁 were-eat-inner🍁,9635,,1,1255717814352120000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
NaomiBinyanAtid,Na'omi,9621,,1,1338590379961060000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
